symbol,date,timestamp,underlying_state,underlying_price,underlying_age,closing_state,combination_state,atm_strike,ce_premium,pe_premium,ce_premium_change,pe_premium_change,ce_volume,pe_volume,ce_intraday_oi_change,pe_intraday_oi_change,ce_iv,pe_iv,ce_delta,pe_delta,ce_gamma,pe_gamma,ce_theta,pe_theta,ce_vega,pe_vega,ce_spread_pct,pe_spread_pct,pcr,atm_straddle,ce_premium_trajectory,pe_premium_trajectory,ce_pressure,pe_pressure,option_directional_pressure,option_pressure_label,position_support,risk_state,implied_spot,implied_spot_gap,implied_quality,data_quality
SENSEX,2026-07-17,15:28,LIVE,78211.88,0,NORMAL_CONTINUOUS,UNDERLYING_CONFIRMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_DATA,,,,,INVALID,MISSING_OPTION_DATA
SENSEX,2026-07-17,15:29,LIVE,78151.45,0,NORMAL_CONTINUOUS,UNDERLYING_CONFIRMS,78200.0,,,,,0.0,0.0,,,13.184815,18.71621,0.51964,-0.48407,0.00035,0.00025,-61.5928,-61.3199,34.61426,34.62865,,,1.121438,,INSUFFICIENT_DATA,INSUFFICIENT_DATA,,,,INSUFFICIENT_DATA,,,,,INVALID,INSUFFICIENT_HISTORY
SENSEX,2026-07-17,15:30,LIVE,78256.34,0,NORMAL_CONTINUOUS,UNDERLYING_CONFIRMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_DATA,,,,,INVALID,MISSING_OPTION_DATA
NIFTY,2026-07-20,15:15,LIVE,24241.35,0,NORMAL_CONTINUOUS,DIVERGENCE,24250.0,74.8,73.125,6.06168,-2.597403,492452220.0,299529295.0,-367835.0,-119015.0,13.35951,12.912717,0.49972,-0.5004,0.00211,0.00219,-33.67111,-26.01367,5.63508,5.63508,0.13369,0.205128,1.162311,147.925,ACCELERATING,ACCELERATING,0.389282,-0.41174,0.59015,UP,,,24247.072899,5.722899,OK,OK
NIFTY,2026-07-20,15:16,LIVE,24240.65,0,NORMAL_CONTINUOUS,DIVERGENCE,24250.0,73.5,74.075,-1.737968,1.299145,493714780.0,300299480.0,-400595.0,-319345.0,13.322761,12.901598,0.49535,-0.5049,0.00212,0.00219,-33.56238,-25.96193,5.63266,5.63262,0.272109,0.202497,1.165305,147.575,RISING,FLAT,0.232194,-0.052624,0.31962,UP,,,24245.028954,4.378954,OK,OK
NIFTY,2026-07-20,15:17,LIVE,24240.6,0,NORMAL_CONTINUOUS,NEITHER_DIRECTIONAL,24250.0,71.8,75.225,-2.312925,1.552481,494691600.0,301109380.0,-161070.0,-232310.0,12.78629,13.323059,0.50032,-0.49957,0.00221,0.00212,-32.38947,-26.96882,5.63201,5.63201,0.139276,0.199402,1.155563,147.025,RISING,FLAT,0.165073,-0.19183,0.249325,NEUTRAL,,,24242.060879,1.460879,OK,OK
NIFTY,2026-07-20,15:18,LIVE,24239.95,0,NORMAL_CONTINUOUS,DIVERGENCE,24250.0,73.05,73.6,1.740947,-2.160186,495401270.0,301697630.0,-81445.0,-186745.0,13.184764,12.859438,0.496,-0.50418,0.00214,0.0022,-33.27089,-25.88834,5.62969,5.62966,0.273785,0.271739,1.14633,146.65,FALLING,RISING,-0.193515,0.120815,-0.328173,DOWN,,,24244.635,4.685,OK,OK
NIFTY,2026-07-20,15:19,LIVE,24237.75,0,NORMAL_CONTINUOUS,DIVERGENCE,24250.0,72.5,74.35,-0.752909,1.019022,496423980.0,302342625.0,-223405.0,-44460.0,13.298028,12.776216,0.49211,-0.50833,0.00213,0.00221,-33.50452,-25.67288,5.62684,5.62671,0.137931,0.268998,1.144348,146.85,ACCELERATING,FLAT,-0.358494,0.111511,-0.300673,DOWN,,,24243.813023,6.063023,OK,OK
NIFTY,2026-07-20,15:20,LIVE,24238.85,0,NORMAL_CONTINUOUS,DIVERGENCE,24250.0,72.9,73.975,0.551724,-0.504371,497522805.0,303139915.0,-162305.0,-124410.0,13.421137,12.711628,0.49083,-0.50985,0.00211,0.00222,-33.78151,-25.5207,5.62474,5.62451,0.274348,0.337952,1.143046,146.875,ACCELERATING,ACCELERATING,0.041871,-0.254844,0.317453,UP,,,24244.625012,5.775012,OK,OK
NIFTY,2026-07-20,15:21,LIVE,24235.45,0,NORMAL_CONTINUOUS,DIVERGENCE,24250.0,71.875,73.85,-1.406036,-0.168976,498512300.0,304042570.0,-277420.0,-244660.0,13.311864,12.547778,0.48806,-0.51285,0.00212,0.00225,-33.51613,-25.12875,5.62181,5.62141,0.347826,0.270819,1.134124,145.725,ACCELERATING,FLAT,-0.332205,-0.071487,-0.250097,DOWN,,,24243.397824,7.947824,OK,OK
NIFTY,2026-07-20,15:22,LIVE,24236.05,0,NORMAL_CONTINUOUS,NEITHER_DIRECTIONAL,24250.0,71.5,72.775,-0.521739,-1.455653,499562310.0,304755295.0,-101010.0,-55770.0,13.184805,12.464345,0.49048,-0.51025,0.00215,0.00227,-33.25791,-24.97093,5.62145,5.62119,0.27972,0.206115,1.136116,144.275,DECELERATING,ACCELERATING,-0.194202,-0.268844,0.073197,NEUTRAL,,,24244.364998,8.314998,OK,OK
NIFTY,2026-07-20,15:23,LIVE,24237.4,0,NORMAL_CONTINUOUS,NEITHER_DIRECTIONAL,24250.0,72.6,71.0,1.538462,-2.439024,500274710.0,305598085.0,-285220.0,-248495.0,13.327415,12.178919,0.49134,-0.50975,0.00212,0.00232,-33.59869,-24.33391,5.62021,5.61986,0.137741,0.28169,1.131144,143.6,FLAT,ACCELERATING,-0.205366,-0.154755,0.217054,NEUTRAL,,,24247.094849,9.694849,OK,OK
NIFTY,2026-07-20,15:24,LIVE,24241.45,0,NORMAL_CONTINUOUS,OPTIONS_CONFIRM,24250.0,74.125,69.35,2.100551,-2.323944,501465575.0,306656415.0,-203385.0,-165035.0,13.214602,12.256708,0.50033,-0.50045,0.00214,0.00231,-33.42244,-24.5935,5.62095,5.62089,0.337268,0.288392,1.127558,143.475,ACCELERATING,FALLING,0.371166,-0.312685,0.555262,UP,,,24250.297841,8.847841,OK,OK
NIFTY,2026-07-20,15:25,LIVE,24243.5,0,NORMAL_CONTINUOUS,OPTIONS_CONFIRM,24250.0,74.875,70.45,1.011804,1.586157,503011925.0,307848320.0,-407550.0,-248430.0,13.316526,12.504394,0.5012,-0.49892,0.00213,0.00226,-33.66919,-25.17649,5.61944,5.61944,0.33389,0.283889,1.13174,145.325,DECELERATING,FALLING,0.33203,-0.365171,0.550897,UP,,,24249.243702,5.743702,OK,OK
NIFTY,2026-07-20,15:26,CLOSING_STATE_UNCERTAIN,24243.5,1,CLOSING_STATE_UNCERTAIN,UNDERLYING_UNAVAILABLE_OPTIONS_AVAILABLE,24250.0,74.6,70.375,-0.367279,-0.106458,504148320.0,308800635.0,-253890.0,-219440.0,13.146179,12.680077,0.50515,-0.49477,0.00215,0.00223,-33.31586,-25.61245,5.61781,5.6178,0.268097,0.213144,1.134115,144.975,RISING,ACCELERATING,0.37472,-0.278786,0.443148,UP,,,24249.16097,5.66097,OK,STALE_UNDERLYING
NIFTY,2026-07-20,15:27,CLOSING_STATE_UNCERTAIN,24243.7,2,CLOSING_STATE_UNCERTAIN,UNDERLYING_UNAVAILABLE_OPTIONS_AVAILABLE,24250.0,74.6,70.15,0.0,-0.319716,504890620.0,309381670.0,-181740.0,-231855.0,13.03369,12.735782,0.50689,-0.49301,0.00217,0.00222,-33.07848,-25.75826,5.61605,5.61603,0.268097,0.285103,1.128503,144.75,RISING,RISING,0.155692,0.032188,-0.000174,NEUTRAL,,,24250.112209,6.612209,OK,STALE_UNDERLYING
NIFTY,2026-07-20,15:28,CLOSING_STATE_UNCERTAIN,24242.8,3,CLOSING_STATE_UNCERTAIN,UNDERLYING_UNAVAILABLE_OPTIONS_AVAILABLE,24250.0,74.975,69.4,0.502681,-1.069138,505946870.0,310258325.0,-220805.0,-177320.0,13.306557,12.375507,0.50255,-0.49748,0.00213,0.00229,-33.68151,-24.91658,5.61475,5.61475,0.066689,0.288184,1.134165,144.375,FLAT,ACCELERATING,0.05837,-0.181283,0.21911,NEUTRAL,,,24251.165232,7.665232,OK,STALE_UNDERLYING
NIFTY,2026-07-20,15:29,CLOSING_STATE_UNCERTAIN,24241.25,4,CLOSING_STATE_UNCERTAIN,UNDERLYING_UNAVAILABLE_OPTIONS_AVAILABLE,24250.0,75.425,66.875,0.6002,-3.638329,507784225.0,311783160.0,-372385.0,-326235.0,13.484772,11.848872,0.50034,-0.50002,0.0021,0.00239,-34.08136,-23.70596,5.613,5.613,0.066291,0.373832,1.141507,142.3,RISING,ACCELERATING,0.24896,-0.461192,0.536557,UP,,,24254.193255,10.693255,OK,STALE_UNDERLYING
NIFTY,2026-07-20,15:30,CLOSING_STATE_UNCERTAIN,24239.5,5,CLOSING_STATE_UNCERTAIN,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_DATA,,,,,INVALID,MISSING_OPTION_DATA|STALE_UNDERLYING
SENSEX,2026-07-20,15:15,LIVE,77709.35,0,NORMAL_CONTINUOUS,DIVERGENCE,77800.0,409.275,427.325,2.216533,-1.361879,15371480.0,8376100.0,0.0,0.0,14.33592,14.2657,0.49584,-0.50558,0.00038,0.00038,-75.0695,-53.42134,29.20543,29.2028,0.232118,0.198912,1.034083,836.6,ACCELERATING,ACCELERATING,0.402874,-0.498983,0.616048,UP,,,77739.795282,30.445282,OK,OK
SENSEX,2026-07-20,15:16,LIVE,77726.94,0,NORMAL_CONTINUOUS,OPTIONS_CONFIRM,77800.0,408.625,424.575,-0.158817,-0.643538,15431000.0,8410160.0,-37120.0,-23000.0,14.000935,14.509743,0.50172,-0.49815,0.00039,0.00038,-73.70966,-54.70652,29.20954,29.2095,0.281432,0.153094,1.051295,833.2,RISING,DECELERATING,0.206885,-0.311194,0.422149,UP,,,77742.658507,15.718507,OK,OK
