date,symbol,direction,option,strike,expiry,expiry_day,mode,event_type,event_start,detection,detection_after_event_start_s,modeled_live_detection_delay_s,entry_time,detection_to_entry_s,entry_ask,exit_time,exit_bid,lot_size,lot_source,lots,quantity,capital_deployed,planned_max_loss,exit_reason,hold_s,mfe_pct,mae_pct,giveback_pct,gross_move,spread_cost,net_pnl,return_pct,balance,timing,status
2026-09-18,NIFTY,DOWN,PE,23350.0,2026-09-22,False,MODE_A,CONTINUATION_EVENT,15:06:30,15:09:35,185.0,3.3,15:09:45,10.0,87.0,15:10:15,86.85,65,scrip master NIFTY 2026-09-22 (verified by contract),1,65,5655.0,282.75,MOMENTUM_FAILURE,30.0,0.0,-1.092,0.172,4.87,14.62,-9.75,-0.172,14990.25,DETECTED_LATE,CLOSED
