date,time,symbol,direction,event_type,strength,mode,window,expiry_day,passed_gates,reasons,first_gate,all_gates,traded_lots,traded_units,category,timing,cf_pnl,cf_exit_reason,mfe,mae,t_mfe,spread,detect_after_start_s,remaining_at_entry,fut_r30,fut_accel,displacement,ce_ret30,pe_ret30,ce_acc,pe_acc,sel_spread,sel_volume30,sel_oi_change30,option_response,response_latency_s,risk_blocked
2026-09-18,15:07:05,NIFTY,DOWN,MOMENTUM_EVENT,WEAK,MODE_A,15:06-15:09,False,False,WEAK_MOMENTUM,CONFIRMATION,CONFIRMATION,False,False,PROFITABLE_OPPORTUNITY,DETECTED_EARLY,0.2469135802469171,EVENT_INVALIDATED,8.395061728395058,0.06172839506172488,205.0,0.2472,35.0,0.6391304347826403,-11.0,5.599999999998545,-11.0,-2.3715415019762993,2.2249093107617868,-2.1761610427589084,1.2005137020179018,0.2472,460655.0,-201110.0,2.5348542458808616,15,False
2026-09-18,15:08:05,NIFTY,DOWN,MOMENTUM_EVENT,WEAK,MODE_A,15:06-15:09,False,False,WEAK_MOMENTUM,CONFIRMATION,CONFIRMATION,False,False,PROFITABLE_BUT_LATE,DETECTED_LATE,1.6023738872403492,MOMENTUM_FADE,4.213649851632044,-1.958456973293775,145.0,0.2377,35.0,0.45,-9.0,-3.8000000000029104,-9.0,-4.437669376693756,3.294117647058824,0.7981567289577058,-0.918731613410507,0.2954,1446380.0,-192725.0,3.9938556067588324,10,False
2026-09-18,15:09:05,SENSEX,DOWN,MOMENTUM_EVENT,WEAK,MODE_A,15:09-15:12,False,False,WEAK_MOMENTUM,CONFIRMATION,CONFIRMATION,False,False,GENUINELY_BAD_SIGNAL,DETECTED_LATE,-1.60714285714286,MOMENTUM_FAILURE,-0.12755102040816327,-4.910714285714286,10.0,0.166,35.0,0.18827508455478523,-36.0,-36.0,-36.0,-1.5509503695881732,1.1204158244296905,0.7013560894133806,-0.8330444672718603,0.2302,73920.0,0.0,1.3217571595179385,30,False
2026-09-18,15:09:35,NIFTY,DOWN,CONTINUATION_EVENT,STRONG,MODE_A,15:09-15:12,False,True,,NONE,,True,True,TRADED,DETECTED_LATE,-0.1724137931034548,MOMENTUM_FAILURE,0.9195402298850541,-5.344827586206903,55.0,0.2301,185.0,0.22608695652177077,-0.4000000000014552,0.0,-18.0,1.1102886750555145,-0.4664593513993705,-0.7418888940460787,0.24393973214063908,0.2307,971295.0,0.0,9.885931558935358,5,False
2026-09-18,15:09:35,SENSEX,DOWN,CONTINUATION_EVENT,STRONG,MODE_A,15:09-15:12,False,False,NO_CONFIRMATION,CONFIRMATION,CONFIRMATION,False,False,NO_FOLLOW_THROUGH,NO_FOLLOW_THROUGH,-0.12637867647059084,TIME_EXIT,0.6318933823529412,-3.4926470588235268,55.0,0.2531,185.0,0.0,0.0,0.0,-50.0,1.2871220754843498,-0.805300131361022,2.3695555658702725,-0.9076642664244927,0.2533,48780.0,0.0,5.606226438039648,,False
2026-09-18,15:10:35,SENSEX,DOWN,CONTINUATION_EVENT,STRONG,MODE_A,15:09-15:12,False,False,NO_CONFIRMATION,CONFIRMATION,CONFIRMATION,False,False,NO_FOLLOW_THROUGH,NO_FOLLOW_THROUGH,0.0,TIME_EXIT,0.06854792642522824,-4.8326288129784025,15.0,0.08,185.0,0.0,0.0,0.0,-58.35000000000582,0.2987452698665604,0.39541547277937483,-0.13958860860696076,-0.32677125482060015,0.1941,16760.0,0.0,3.393531633616619,,False
2026-09-18,15:12:10,NIFTY,DOWN,MOMENTUM_EVENT,WEAK,MODE_A,15:12-15:15,False,False,WEAK_MOMENTUM;OPTION_NOT_RESPONDING,CONFIRMATION,CONFIRMATION;OPTION_RESPONSE,False,False,GENUINELY_BAD_SIGNAL,DETECTED_EARLY,-0.8570139828597102,EVENT_INVALIDATED,1.804239963915201,-3.518267929634634,30.0,0.1806,35.0,0.8865979381441134,-9.700000000000728,-0.10000000000218279,-9.700000000000728,-1.2022630834512142,0.9060022650056626,0.7048275848138496,-1.131360171449756,0.2245,291395.0,-214110.0,0.9060022650056626,15,False
2026-09-18,15:13:40,NIFTY,UP,MOMENTUM_EVENT,WEAK,MODE_A,15:12-15:15,False,False,WEAK_MOMENTUM;OPTION_NOT_RESPONDING,CONFIRMATION,CONFIRMATION;OPTION_RESPONSE,False,False,GENUINELY_BAD_SIGNAL,DETECTED_LATE,-2.5405786873676743,MOMENTUM_FAILURE,-0.35285815102328866,-8.186309103740292,5.0,0.3535,35.0,0.2753623188405415,10.0,-11.19999999999709,10.0,0.966356478167518,-2.2367826479891626,-2.527588513751525,3.6127570796510975,0.3545,620100.0,0.0,0.966356478167518,5,False
2026-09-18,15:14:45,SENSEX,UP,MOMENTUM_EVENT,WEAK,MODE_A,15:12-15:15,False,False,WEAK_MOMENTUM;OPTION_NOT_RESPONDING,CONFIRMATION,CONFIRMATION;OPTION_RESPONSE,False,False,PROFITABLE_BUT_LATE,DETECTED_LATE,1.3513513513513442,MOMENTUM_FADE,2.871621621621611,-2.3034398034398036,30.0,0.1691,35.0,0.3127615062761659,32.84999999999127,32.84999999999127,32.84999999999127,0.07352941176469979,-0.26395822574167305,-2.675969130137247,1.844573919823564,0.2447,4340.0,0.0,0.17620470389948323,5,False
2026-09-18,15:18:35,NIFTY,DOWN,MOMENTUM_EVENT,WEAK,MODE_B,MODE B 15:15-15:30 (research only),False,False,MODE_B_RESEARCH_ONLY;WEAK_MOMENTUM,WINDOW,WINDOW;CONFIRMATION,False,False,GENUINELY_BAD_SIGNAL,DETECTED_LATE,-1.330532212885158,EVENT_INVALIDATED,1.7857142857142734,-2.4859943977591117,115.0,0.2454,35.0,0.40601503759384305,-7.900000000001455,3.2999999999956344,-7.900000000001455,-2.831594634873311,1.1233430689732644,0.8757993316789522,-0.8103117994415976,0.1398,79690.0,0.0,1.3101983002833024,10,False
2026-09-18,15:22:05,SENSEX,DOWN,MOMENTUM_EVENT,STRONG,MODE_B,MODE B 15:15-15:30 (research only),False,False,MODE_B_RESEARCH_ONLY;OPTION_NOT_RESPONDING,WINDOW,WINDOW;OPTION_RESPONSE,False,False,PROFITABLE_BUT_LATE,DETECTED_LATE,1.6357051057366516,TIME_EXIT,1.6357051057366516,-4.837013669821238,120.0,0.2339,35.0,0.09684519442415825,-61.54999999998836,-61.54999999998836,-61.54999999998836,-0.013598041881972089,-1.082824559382557,0.19046282041027926,-0.4401977600371548,0.1165,28420.0,0.0,-1.082824559382557,,False
2026-09-18,15:23:05,SENSEX,DOWN,CONTINUATION_EVENT,STRONG,MODE_B,MODE B 15:15-15:30 (research only),False,False,MODE_B_RESEARCH_ONLY,WINDOW,WINDOW,False,False,NO_FOLLOW_THROUGH,NO_FOLLOW_THROUGH,-1.630151278038602,TIME_EXIT,0.6520605112154408,-7.2509128847156905,60.0,0.0913,185.0,0.0,-9.0,-9.0,-68.14999999999418,-1.0511945392491528,0.9838737847121072,2.221226532727779,-0.43856007595325436,0.0389,13460.0,0.0,2.1337220860115336,30,False
2026-09-18,15:24:05,SENSEX,DOWN,CONTINUATION_EVENT,STRONG,MODE_B,MODE B 15:15-15:30 (research only),False,False,MODE_B_RESEARCH_ONLY;OPTION_NOT_RESPONDING;NO_CONFIRMATION,WINDOW,WINDOW;CONFIRMATION;OPTION_RESPONSE,False,False,NO_FOLLOW_THROUGH,NO_FOLLOW_THROUGH,-1.8597175984387606,MOMENTUM_FAILURE,-0.34439214785902883,-7.415910917231089,5.0,0.1379,185.0,0.0,0.0,0.0,-68.14999999999418,0.3233129256380302,0.040460089012198455,-0.2271390819419965,0.43396758587479267,0.3004,7520.0,0.0,0.5285473659754841,,False
2026-09-18,15:26:55,NIFTY,UP,MOMENTUM_EVENT,WEAK,MODE_B,MODE B 15:15-15:30 (research only),False,False,MODE_B_RESEARCH_ONLY;WEAK_MOMENTUM,WINDOW,WINDOW;CONFIRMATION,False,False,GENUINELY_BAD_SIGNAL,DETECTED_EARLY,-0.36416605972323374,FUTURES_DIVERGENCE,2.1849963583394025,-3.2774945375091042,50.0,0.3648,35.0,0.7624309392265405,8.299999999999272,7.500000000003638,8.299999999999272,6.687524442706305,-6.076975016880486,0.4789620189100279,-2.064885816750728,0.2933,955630.0,-326365.0,6.687524442706305,5,False
2026-09-18,15:27:45,SENSEX,UP,MOMENTUM_EVENT,STRONG,MODE_B,MODE B 15:15-15:30 (research only),False,False,MODE_B_RESEARCH_ONLY,WINDOW,WINDOW,False,False,NO_FOLLOW_THROUGH,NO_FOLLOW_THROUGH,-0.5881584106652725,MOMENTUM_FAILURE,-0.26140373807345446,-3.2283361652071685,5.0,0.2355,35.0,0.0,44.14999999999418,44.14999999999418,44.14999999999418,1.3148234665954779,-1.6209324915007313,-0.43764301142460776,0.4370353792658921,0.2108,10320.0,0.0,1.3148234665954779,25,False
2026-09-18,15:28:30,NIFTY,UP,CONTINUATION_EVENT,STRONG,MODE_B,MODE B 15:15-15:30 (research only),False,False,MODE_B_RESEARCH_ONLY,WINDOW,WINDOW,False,False,GENUINELY_BAD_SIGNAL,DETECTED_LATE,-2.1494370522006228,SESSION_END,0.5117707267144319,-4.298874104401231,25.0,0.3075,185.0,0.1616161616162043,6.299999999999272,0.8999999999978172,17.5,-0.7862759113652569,1.9184069936862498,-0.7150646191684291,0.9401369132110653,0.306,364520.0,0.0,10.416666666666668,,False
