date,symbol,time,i,dir,family,mode,window,expiry,approved,reasons,approved_v1,reasons_v1,anat_onset_to_det_s,anat_pre_fut,anat_fut_mfe_after,anat_fut_consumed,anat_pre_opt,anat_opt_mfe_after,anat_opt_consumed,anat_det_to_entry_opt,anat_t_fut_peak_after_det,anat_resp_f_before_det,anat_resp_o_before_det,anat_resp_lag_bars,anat_acc_both_before,anat_cls,anat_fade,anat_fade_ratio,sim5_entry_ask,sim5_spread_in,sim5_spread_out,sim5_pnl,sim5_reason,sim5_hold,sim5_peak,sim5_mfe,sim5_mae,sim5_t_mfe,sim5_t_mae,sim5_capture,sim5_plan_ask
2026-09-17,NIFTY,15:16:25,256,1,C_OPTION_LEADS,MODE_B,MODE B 15:15-15:30,False,False,"['WINDOW', 'NOT_EARLY']",False,['WINDOW'],50,1.4000000000014552,3.7999999999992724,0.2692307692310114,1.2528711630820633,1.6498247061249742,0.4316232976292912,1.0105176325015537,25,False,False,,False,FALSE_OPTION_MOVE,False,0.0,122.6,0.245,0.1224,-0.12234910277323938,FUTURES_DIVERGENCE,15.0,0.0,0.4078303425774878,-3.8743882544861337,175.0,285.0,-0.29999999999998295,121.3
2026-09-17,NIFTY,15:18:00,275,-1,D_UNDERLYING_LEADS,MODE_B,MODE B 15:15-15:30,False,False,"['WINDOW', 'NOT_EARLY', 'OPTION_NOT_RESPONDING']",False,"['WINDOW', 'OPTION_NOT_RESPONDING']",50,5.44999999999709,2.2000000000007276,0.7124183006534176,4.0206912767458185,1.5370705244122993,0.7234371354144744,-0.5198915009041489,205,True,True,-5,True,OPTION_LEAD,False,0.24102564102564045,110.15,0.2272,0.2244,1.0440308669995382,UNDERLYING_INVALIDATION,10.0,1.0440308669995382,1.8610985020426665,-2.2242396731729484,115.0,210.0,0.5609756097560941,110.65
2026-09-17,NIFTY,15:19:30,293,1,C_OPTION_LEADS,MODE_B,MODE B 15:15-15:30,False,False,"['WINDOW', 'NOT_EARLY']",False,['WINDOW'],50,1.500000000003638,0.0,1.0,3.246753246753247,0.0,1.0,-0.5072022722661798,,False,True,,False,FALSE_OPTION_MOVE,False,0.16129032258064516,122.75,0.2447,0.2055,-1.0183299389002036,UNDERLYING_INVALIDATION,10.0,0.0,-0.12219959266802907,-5.580448065173112,5.0,235.0,,123.35
2026-09-17,NIFTY,15:20:35,306,-1,C_OPTION_LEADS,MODE_B,MODE B 15:15-15:30,False,False,"['WINDOW', 'NOT_EARLY']",False,['WINDOW'],60,1.4500000000007276,6.099999999998545,0.19205298013256522,1.8497109826589597,3.064699205448354,0.3763851432538517,-0.6129398410896683,180,True,False,9,False,UNDERLYING_LEAD,False,0.3374999999999986,109.55,0.1827,0.1832,-0.4107713372889118,MOMENTUM_FAILURE,30.0,0.0,3.468735737106342,-1.6887266088543993,170.0,55.0,-0.11842105263157979,110.25
2026-09-17,NIFTY,15:21:35,318,1,E_BOTH_CONFIRM,MODE_B,MODE B 15:15-15:30,False,False,['WINDOW'],False,['WINDOW'],10,3.600000000002183,3.7999999999956344,0.48648648648692494,1.4624841034336535,0.9818257781491516,0.5983218880932669,0.041779820346770136,200,True,False,1,False,SYNCHRONIZED,False,0.1931818181818231,119.85,0.2088,0.2963,-1.5853149770546446,EVENT_INVALIDATED,25.0,0.0,0.7509386733416819,-3.29578639966624,185.0,110.0,-2.1111111111110885,119.75
2026-09-17,NIFTY,15:24:00,347,1,C_OPTION_LEADS,MODE_B,MODE B 15:15-15:30,False,False,"['WINDOW', 'NO_DIRECTIONAL_AGREEMENT']",False,"['WINDOW', 'NO_DIRECTIONAL_AGREEMENT']",25,1.1500000000014552,10.19999999999709,0.1013215859032249,2.046090889511092,2.0261713803292456,0.5024457547011858,0.5276487969607428,200,False,True,,False,FALSE_OPTION_MOVE,False,0.0,119.2,0.21,0.2528,-0.5872483221476533,FUTURES_DIVERGENCE,5.0,0.0,1.3003355704697963,-2.600671140939604,40.0,285.0,-0.45161290322580905,118.6
2026-09-17,NIFTY,15:24:20,351,1,D_UNDERLYING_LEADS,MODE_B,MODE B 15:15-15:30,False,False,"['WINDOW', 'NOT_EARLY', 'OPTION_NOT_RESPONDING']",False,"['WINDOW', 'OPTION_NOT_RESPONDING']",45,2.75,8.599999999998545,0.24229074889870947,2.8214516476416036,1.2568077084206117,0.6918274198151712,0.37704231252618586,180,True,True,-7,True,OPTION_LEAD,False,0.0,119.95,0.2504,0.2092,-0.4585243851604812,FUTURES_DIVERGENCE,5.0,0.0,0.6669445602334282,-3.2096706961233914,20.0,265.0,-0.687499999999999,119.4
2026-09-17,NIFTY,15:25:30,365,-1,C_OPTION_LEADS,MODE_B,MODE B 15:15-15:30,False,False,"['WINDOW', 'NOT_EARLY', 'OPTION_NOT_RESPONDING']",False,"['WINDOW', 'OPTION_NOT_RESPONDING']",35,2.7999999999992724,6.850000000002183,0.2901554404143886,1.204819277108431,3.5943223443223418,0.25104891085694553,-0.2976190476190502,205,True,True,2,False,SYNCHRONIZED,False,0.2500000000000027,109.0,0.2296,0.2293,-0.09174311926604983,EVENT_INVALIDATED,5.0,0.0,3.715596330275227,-0.3211009174311874,240.0,15.0,-0.024691358024689972,109.35
2026-09-17,NIFTY,15:26:50,381,-1,B_ACCELERATION,MODE_B,MODE B 15:15-15:30,False,False,"['WINDOW', 'NOT_EARLY', 'NO_DIRECTIONAL_AGREEMENT', 'OPTION_NOT_RESPONDING']",False,"['WINDOW', 'NO_DIRECTIONAL_AGREEMENT', 'OPTION_NOT_RESPONDING']",55,5.799999999999272,2.0500000000029104,0.7388535031844152,1.586206896551719,2.3987327449649296,0.3980504196414921,-0.20366598778003558,125,True,True,-4,False,OPTION_LEAD,False,0.2307692307692319,110.4,0.2721,0.2259,0.13586956521738358,EVENT_INVALIDATED,5.0,0.13586956521738358,2.400362318840572,-1.3134057971014519,160.0,15.0,0.05660377358490262,110.55
2026-09-17,NIFTY,15:27:15,386,1,A_EARLY_MOMENTUM,MODE_B,MODE B 15:15-15:30,False,False,['WINDOW'],False,['WINDOW'],15,5.799999999999272,3.75,0.6073298429319073,1.4830508474576272,0.0,1.0,-0.8141962421711852,5,True,False,,False,OPTION_NO_RESPONSE,True,0.5571428571428539,118.9,0.2105,0.2527,-0.29436501261565057,EVENT_INVALIDATED,30.0,0.25231286795626334,0.25231286795626334,-2.7333894028595456,5.0,135.0,-1.1666666666667063,119.9
2026-09-17,NIFTY,15:28:40,403,-1,E_BOTH_CONFIRM,MODE_B,MODE B 15:15-15:30,False,False,['WINDOW'],False,['WINDOW'],5,5.25,1.2000000000043656,0.8139534883715421,1.988571428571426,1.4119229045271204,0.5847889258969682,0.2465262214253749,15,False,False,0,False,SYNCHRONIZED,False,0.0,111.9,0.1341,0.2656,0.8042895442359174,SESSION_END,70.0,1.027703306523674,1.027703306523674,-0.580875781948173,50.0,10.0,0.7826086956521725,111.7
2026-09-17,NIFTY,15:28:50,405,-1,A_EARLY_MOMENTUM,MODE_B,MODE B 15:15-15:30,False,False,"['WINDOW', 'OPTION_NOT_RESPONDING']",False,"['WINDOW', 'OPTION_NOT_RESPONDING']",15,6.0,0.4500000000043656,0.9302325581389053,2.240000000000003,1.162530739995526,0.6583335085469195,-0.4024144869215317,5,True,True,0,False,SYNCHRONIZED,False,0.38461538461538464,111.5,0.2245,0.2656,1.1659192825112081,SESSION_END,60.0,1.3901345291479796,1.3901345291479796,0.08968609865470342,40.0,5.0,0.8387096774193544,111.9
2026-09-17,NIFTY,15:28:50,405,-1,D_UNDERLYING_LEADS,MODE_B,MODE B 15:15-15:30,False,False,"['WINDOW', 'OPTION_NOT_RESPONDING']",False,"['WINDOW', 'OPTION_NOT_RESPONDING']",15,6.0,0.4500000000043656,0.9302325581389053,2.240000000000003,1.162530739995526,0.6583335085469195,-0.4024144869215317,5,True,True,0,False,SYNCHRONIZED,False,0.38461538461538464,111.5,0.2245,0.2656,1.1659192825112081,SESSION_END,60.0,1.3901345291479796,1.3901345291479796,0.08968609865470342,40.0,5.0,0.8387096774193544,111.9
2026-09-17,SENSEX,14:56:10,13,-1,C_OPTION_LEADS,PRE,PRE 14:55-15:00,True,False,"['WINDOW', 'NOT_EARLY', 'OPTION_NOT_RESPONDING']",False,"['WINDOW', 'OPTION_NOT_RESPONDING']",60,13.5,36.125,0.27204030226700254,5.982173465889609,12.307941128901833,0.3270714043307952,1.164483260553137,250,True,True,-2,True,SYNCHRONIZED,False,0.0,156.6,0.2878,0.0911,5.108556832694764,TARGET,40.0,5.108556832694764,10.696040868454663,-8.04597701149425,240.0,300.0,0.4776119402985074,154.75
