date,symbol,time,i,dir,family,strength,mode,window,expiry,passed,traded_lots,reasons,cf_pnl,cf_mfe,cf_mae,cf_tmfe,cf_tmae,timing,dq,anat_onset_to_det_s,anat_pre_fut,anat_fut_mfe_after,anat_fut_consumed,anat_pre_opt,anat_opt_mfe_after,anat_opt_consumed,anat_det_to_entry_opt,anat_t_fut_peak_after_det,anat_resp_f_before_det,anat_resp_o_before_det,anat_resp_lag_bars,anat_acc_both_before,anat_cls,anat_fade,anat_fade_ratio,sim5_entry_ask,sim5_spread_in,sim5_spread_out,sim5_pnl,sim5_reason,sim5_hold,sim5_peak,sim5_mfe,sim5_mae,sim5_t_mfe,sim5_t_mae,sim5_capture,sim5_plan_ask
2026-09-17,SENSEX,15:25:30,365,1,CURRENT_12A_MOMENTUM_EVENT,STRONG,MODE_B,MODE B 15:15-15:30,True,False,False,"['EXPIRY_DAY_CLOSE_VETO', 'MODE_B_RESEARCH_ONLY', 'OPTION_NOT_RESPONDING', 'NO_CONFIRMATION']",4.932058379466539,30.44791142425768,-99.89934574735783,75.0,220.0,NO_FOLLOW_THROUGH,GOOD,55,13.39999999999418,0.0,1.0,0.0,37.19399842063703,0.0,4.343248223216636,,False,False,,False,LAGGING_OPTION,True,0.7776280323450137,99.35,0.5045,0.1438,4.932058379466539,EXPIRY_ZONE_EXIT,5.0,0.0,30.44791142425768,-99.89934574735783,75.0,220.0,0.16198347107438035,95.1
2026-09-18,NIFTY,14:56:25,16,-1,CURRENT_12A_MOMENTUM_EVENT,STRONG,PRE,PRE 14:55-15:00,False,False,False,"['TIME_WINDOW_CLOSED', 'OPTION_NOT_RESPONDING']",-0.2752654345261569,6.331104994101441,-4.168305151395998,280.0,135.0,DETECTED_EARLY,GOOD,60,7.600000000002183,13.649999999997817,0.3576470588236321,0.8384146341463299,7.004283194759388,0.10690385533613155,0.40312421264802795,300,True,True,8,False,UNDERLYING_LEAD,False,0.20967741935484094,99.75,0.2509,0.3011,-0.2506265664160401,EVENT_INVALIDATED,25.0,0.0,6.315789473684208,-4.511278195488721,280.0,135.0,-0.039682539682539694,99.3
2026-09-18,NIFTY,14:57:30,29,-1,CURRENT_12A_MOMENTUM_EVENT,STRONG,PRE,PRE 14:55-15:00,False,False,False,['TIME_WINDOW_CLOSED'],-0.14792899408284582,4.585798816568039,-6.065088757396455,215.0,70.0,DETECTED_LATE,GOOD,30,7.349999999998545,7.549999999999272,0.49328859060400143,2.916560994166878,4.6574667323804775,0.38507397905927676,-0.172498767865941,235,True,True,-2,True,SYNCHRONIZED,False,0.18796992481202993,101.4,0.2469,0.1973,-0.14792899408284582,EVENT_INVALIDATED,20.0,0.0,4.585798816568039,-6.065088757396455,215.0,70.0,-0.032258064516130315,101.55
2026-09-18,NIFTY,14:58:45,44,1,CURRENT_12A_REVERSAL_EVENT,WEAK,PRE,PRE 14:55-15:00,False,False,False,"['TIME_WINDOW_CLOSED', 'WEAK_MOMENTUM', 'NO_CONFIRMATION']",-0.1622060016220623,0.24330900243308773,-15.085158150851576,10.0,140.0,DETECTED_EARLY,GOOD,55,6.650000000001455,8.899999999997817,0.42765273311908464,4.898862199747156,2.711660138595963,0.6436959228233057,2.0789394395902483,20,True,True,4,True,UNDERLYING_LEAD,False,0.08571428571428433,84.8,0.2361,0.2949,-0.17688679245282013,FUTURES_DIVERGENCE,5.0,0.0,0.0,-13.089622641509427,10.0,140.0,,83.0
2026-09-18,NIFTY,15:00:05,60,-1,CURRENT_12A_REVERSAL_EVENT,WEAK,MODE_A,15:00-15:03,False,False,False,['WEAK_MOMENTUM'],1.427469135802465,4.320987654320983,0.03858024691358902,60.0,185.0,DETECTED_EARLY,GOOD,60,9.0,15.450000000000728,0.3680981595091915,3.689269940244231,6.414432473064386,0.3651403999572194,1.6286644951140066,300,True,True,1,False,SYNCHRONIZED,False,0.0,101.5,0.1972,0.1458,1.2807881773398988,TRAIL_STOP,75.0,4.482758620689652,4.482758620689652,0.1477832512315327,60.0,20.0,0.2857142857142853,99.9
2026-09-18,NIFTY,15:00:20,63,-1,CURRENT_12A_MOMENTUM_EVENT,STRONG,MODE_A,15:00-15:03,False,True,False,['RISK_TOO_LARGE'],-0.48402710551790895,2.6621490803484993,-1.5972894482090914,45.0,5.0,DETECTED_EARLY,GOOD,55,12.5,11.94999999999709,0.511247443762842,6.075491209927611,3.509627102120394,0.633846240822195,0.6093102607847916,300,True,True,7,True,UNDERLYING_LEAD,False,0.0,103.3,0.1938,0.1458,-0.48402710551790895,FUTURES_DIVERGENCE,60.0,2.6621490803484993,2.6621490803484993,-1.5972894482090914,45.0,5.0,-0.18181818181818182,102.65
2026-09-18,NIFTY,15:01:20,75,-1,CURRENT_12A_CONTINUATION_EVENT,STRONG,MODE_A,15:00-15:03,False,True,False,['RISK_TOO_LARGE'],-1.068479844584758,3.0111704711024716,-1.6027197668771302,250.0,290.0,DETECTED_LATE,GOOD,60,9.799999999999272,3.25,0.7509578544061164,4.225006140997295,0.11784115012962526,0.9728654630867651,-3.0167334433184094,270,True,True,3,True,UNDERLYING_LEAD,True,0.7500000000000008,102.95,0.1458,0.0981,-1.068479844584758,EVENT_INVALIDATED,120.0,1.942690626517727,3.0111704711024716,-1.6027197668771302,250.0,290.0,-0.3548387096774227,106.2
2026-09-18,NIFTY,15:02:20,87,-1,CURRENT_12A_CONTINUATION_EVENT,STRONG,MODE_A,15:00-15:03,False,False,False,['NO_CONFIRMATION'],-0.5760921747479678,1.824291886701864,-2.7364378300528167,190.0,230.0,DETECTED_LATE,GOOD,25,0.6500000000014552,4.450000000000728,0.12745098039238764,0.1949317738791451,3.307392996108955,0.05565782349756428,1.167315175097279,210,True,True,-1,False,SYNCHRONIZED,False,0.4105263157894713,104.15,0.2885,0.2411,-0.5760921747479678,TIME_EXIT,120.0,0.14402304368698174,1.824291886701864,-2.7364378300528167,190.0,230.0,-0.3157894736842164,102.95
2026-09-18,NIFTY,15:03:30,101,1,CURRENT_12A_REVERSAL_EVENT,WEAK,MODE_A,15:03-15:06,False,False,False,['WEAK_MOMENTUM'],-0.1311475409835991,0.7213114754098323,-9.442622950819676,40.0,300.0,DETECTED_LATE,GOOD,45,5.900000000001455,0.0,1.0,2.7833001988071495,0.0,1.0,-1.773049645390071,,True,True,-5,False,OPTION_LEAD,True,0.6547619047619065,76.25,0.1969,0.2623,-0.1311475409835991,EVENT_INVALIDATED,20.0,0.6557377049180327,0.7213114754098323,-9.442622950819676,40.0,300.0,-0.18181818181817241,77.65
2026-09-18,NIFTY,15:04:35,114,-1,CURRENT_12A_REVERSAL_EVENT,WEAK,MODE_A,15:03-15:06,False,False,False,"['WEAK_MOMENTUM', 'NO_CONFIRMATION']",0.43451272501552896,8.44196151458721,-3.3519553072625734,265.0,95.0,DETECTED_EARLY,GOOD,60,3.0,15.400000000001455,0.16304347826085666,1.704407109812515,8.40316016279627,0.16862683807521214,0.7900406990663182,290,True,True,-1,True,SYNCHRONIZED,False,0.0,105.3,0.095,0.237,0.047483380816711454,EVENT_INVALIDATED,15.0,0.4748338081671415,7.407407407407404,-3.798670465337132,265.0,95.0,0.006410256410256049,104.55
2026-09-18,NIFTY,15:07:05,144,-1,CURRENT_12A_MOMENTUM_EVENT,WEAK,MODE_A,15:06-15:09,False,False,False,['WEAK_MOMENTUM'],0.2469135802469171,8.395061728395058,0.06172839506172488,205.0,5.0,DETECTED_EARLY,GOOD,50,2.850000000002183,15.5,0.15531335149873807,4.164613109906353,7.357463922403601,0.3614463866391482,-0.23657440264963334,235,True,True,-7,False,OPTION_LEAD,False,0.059171597633136175,105.55,0.2371,0.0473,0.14211274277594096,EVENT_INVALIDATED,10.0,0.14211274277594096,7.3424917100900045,0.0,205.0,5.0,0.019354838709678156,105.8
2026-09-18,NIFTY,15:08:05,156,-1,CURRENT_12A_MOMENTUM_EVENT,WEAK,MODE_A,15:06-15:09,False,False,False,['WEAK_MOMENTUM'],1.6023738872403492,4.213649851632044,-1.958456973293775,145.0,300.0,DETECTED_LATE,GOOD,60,4.69999999999709,10.80000000000291,0.30322580645142516,4.300308861962467,3.371298405466973,0.5605486193512341,-0.7061503416856544,175,True,True,0,False,SYNCHRONIZED,False,0.17127071823204523,109.05,0.1376,0.2705,1.5589179275561695,MOMENTUM_FADE,85.0,3.7138927097661596,3.897294818890417,-1.3296652911508509,145.0,300.0,0.40000000000000074,109.85
2026-09-18,NIFTY,15:09:35,174,-1,CURRENT_12A_CONTINUATION_EVENT,STRONG,MODE_A,15:09-15:12,False,True,True,[],-0.1724137931034548,0.9195402298850541,-5.344827586206903,55.0,220.0,DETECTED_LATE,GOOD,60,2.599999999998545,4.150000000001455,0.3851851851849696,0.8325832583258429,1.2720374916313297,0.39559776189738,0.3570631555456295,85,True,True,2,False,SYNCHRONIZED,False,0.36904761904762023,112.55,0.2224,0.2677,-0.5775211017325558,MOMENTUM_FAILURE,30.0,0.0,0.6663705019991115,-4.9755664149266945,55.0,230.0,-0.8666666666666554,112.15
2026-09-18,NIFTY,15:12:10,205,-1,CURRENT_12A_MOMENTUM_EVENT,WEAK,MODE_A,15:12-15:15,False,False,False,"['WEAK_MOMENTUM', 'OPTION_NOT_RESPONDING']",-0.8570139828597102,1.804239963915201,-3.518267929634634,30.0,75.0,DETECTED_EARLY,GOOD,45,2.75,2.2999999999992724,0.544554455445623,1.665905979005023,1.3916947250280558,0.5448409194855419,-0.5611672278338945,40,True,True,-2,False,SYNCHRONIZED,False,0.3999999999999986,110.85,0.1806,0.2726,-0.8570139828597102,EVENT_INVALIDATED,5.0,0.0,1.804239963915201,-3.518267929634634,30.0,75.0,-0.4749999999999943,111.5
2026-09-18,NIFTY,15:13:40,223,1,CURRENT_12A_MOMENTUM_EVENT,WEAK,MODE_A,15:12-15:15,False,False,False,"['WEAK_MOMENTUM', 'OPTION_NOT_RESPONDING']",-2.5405786873676743,-0.35285815102328866,-8.186309103740292,5.0,290.0,DETECTED_LATE,GOOD,50,5.0,6.19999999999709,0.4464285714286874,3.9042357274401556,0.2835873803615578,0.9322828655696446,0.2835873803615578,45,True,True,-3,True,OPTION_LEAD,False,0.11627906976744207,70.85,0.3535,0.2892,-2.5405786873676743,MOMENTUM_FAILURE,30.0,0.0,-0.35285815102328866,-8.186309103740292,5.0,290.0,,70.65
2026-09-18,NIFTY,15:18:35,282,-1,CURRENT_12A_MOMENTUM_EVENT,WEAK,MODE_B,MODE B 15:15-15:30,False,False,False,"['MODE_B_RESEARCH_ONLY', 'WEAK_MOMENTUM']",-1.330532212885158,1.7857142857142734,-2.4859943977591117,115.0,60.0,DETECTED_LATE,GOOD,60,6.849999999998545,5.30000000000291,0.5637860082302654,2.832990632853561,1.9329037991557405,0.5944300011822066,-0.4443457009553432,210,True,True,-6,True,OPTION_LEAD,False,0.218045112781953,112.05,0.0446,0.1347,-0.6693440428380187,EVENT_INVALIDATED,90.0,0.13386880856760883,2.231146809460063,-2.40963855421687,115.0,60.0,-0.29999999999999993,112.65
