date,symbol,time,i,dir,family,strength,mode,window,expiry,passed,traded_lots,reasons,cf_pnl,cf_mfe,cf_mae,cf_tmfe,cf_tmae,timing,dq,anat_onset_to_det_s,anat_pre_fut,anat_fut_mfe_after,anat_fut_consumed,anat_pre_opt,anat_opt_mfe_after,anat_opt_consumed,anat_det_to_entry_opt,anat_t_fut_peak_after_det,anat_resp_f_before_det,anat_resp_o_before_det,anat_resp_lag_bars,anat_acc_both_before,anat_cls,anat_fade,anat_fade_ratio,sim5_entry_ask,sim5_spread_in,sim5_spread_out,sim5_pnl,sim5_reason,sim5_hold,sim5_peak,sim5_mfe,sim5_mae,sim5_t_mfe,sim5_t_mae,sim5_capture,sim5_plan_ask
2026-09-18,NIFTY,15:26:55,382,1,CURRENT_12A_MOMENTUM_EVENT,WEAK,MODE_B,MODE B 15:15-15:30,False,False,False,"['MODE_B_RESEARCH_ONLY', 'WEAK_MOMENTUM']",-0.36416605972323374,2.1849963583394025,-3.2774945375091042,50.0,100.0,DETECTED_EARLY,GOOD,50,8.649999999997817,9.75,0.47010869565211105,6.98039215686275,2.969208211143682,0.7015751285155775,0.47653958944281943,180,True,True,0,False,SYNCHRONIZED,False,0.0,68.65,0.3648,0.292,-0.36416605972323374,FUTURES_DIVERGENCE,20.0,0.0,2.1849963583394025,-3.2774945375091042,50.0,100.0,-0.16666666666666666,68.3
2026-09-18,NIFTY,15:28:30,401,1,CURRENT_12A_CONTINUATION_EVENT,STRONG,MODE_B,MODE B 15:15-15:30,False,False,False,['MODE_B_RESEARCH_ONLY'],-2.1494370522006228,0.5117707267144319,-4.298874104401231,25.0,5.0,DETECTED_LATE,GOOD,55,6.0,2.599999999998545,0.6976744186047692,0.7256894049346879,0.0,1.0,-0.7204610951008645,85,True,True,1,False,SYNCHRONIZED,True,1.0,69.0,0.2903,0.2933,-1.3043478260869648,SESSION_END,80.0,0.36231884057971014,0.36231884057971014,-3.7681159420289774,25.0,5.0,-3.6000000000000227,69.5
2026-09-18,SENSEX,14:55:40,7,-1,CURRENT_12A_MOMENTUM_EVENT,WEAK,PRE,PRE 14:55-15:00,False,False,False,"['TIME_WINDOW_CLOSED', 'WEAK_MOMENTUM', 'OPTION_NOT_RESPONDING']",-0.03729487817005899,2.9587270014918037,-3.4808552958727,300.0,180.0,DETECTED_EARLY,GOOD,0,-0.0,34.04999999998836,-0.0,1.0282614181175846,3.4280362160474613,0.23074343379450793,0.393381205120197,290,False,False,,False,NO_CLEAR_ONSET,False,0.0,402.2,0.1244,0.1988,-0.03729487817005899,FUTURES_DIVERGENCE,60.0,0.22376926902039634,2.9587270014918037,-3.4808552958727,300.0,180.0,-0.012605042016804775,400.8
2026-09-18,SENSEX,14:56:50,21,-1,CURRENT_12A_MOMENTUM_EVENT,WEAK,PRE,PRE 14:55-15:00,False,False,False,"['TIME_WINDOW_CLOSED', 'WEAK_MOMENTUM', 'OPTION_NOT_RESPONDING']",-0.03725319756611878,3.9736744070532724,-3.5887246988699837,255.0,110.0,DETECTED_LATE,GOOD,60,21.27499999999418,14.700000000011642,0.591382904794739,0.8709818910959246,4.1123120884581965,0.17478035505620632,-0.024847807181007802,265,False,False,,False,OPTION_NO_RESPONSE,False,0.08783783783783504,402.65,0.1491,0.2234,-0.03725319756611878,FUTURES_DIVERGENCE,90.0,0.9189122066310805,3.9736744070532724,-3.5887246988699837,255.0,110.0,-0.009374999999998579,402.85
2026-09-18,SENSEX,14:58:05,36,-1,CURRENT_12A_CONTINUATION_EVENT,STRONG,PRE,PRE 14:55-15:00,False,False,False,"['TIME_WINDOW_CLOSED', 'OPTION_NOT_RESPONDING', 'NO_CONFIRMATION']",-2.936478682884873,2.8750460744563187,-4.607445632141541,180.0,35.0,DETECTED_LATE,GOOD,0,-0.0,30.02500000000873,-0.0,0.0,3.6102868447082153,0.0,0.5131058358061438,190,False,False,,False,NO_CLEAR_ONSET,False,0.07777777777775757,406.95,0.2337,0.1265,-2.936478682884873,MOMENTUM_FAILURE,30.0,0.0,2.8750460744563187,-4.607445632141541,180.0,35.0,-1.0213675213675215,404.75
2026-09-18,SENSEX,14:59:05,48,-1,CURRENT_12A_MOMENTUM_EVENT,WEAK,PRE,PRE 14:55-15:00,False,False,False,"['TIME_WINDOW_CLOSED', 'WEAK_MOMENTUM', 'OPTION_NOT_RESPONDING', 'NO_CONFIRMATION']",5.215621422210914,6.513166263834109,0.0890471950133484,120.0,30.0,DETECTED_EARLY,GOOD,15,4.400000000008731,52.55000000000291,0.07726075504842549,0.9135357694287067,6.84686982022186,0.11771752891975343,0.17850312380467817,130,False,False,,False,NO_CLEAR_ONSET,False,0.14572864321607454,393.05,0.1018,0.2656,5.215621422210914,TARGET,75.0,5.215621422210914,6.513166263834109,0.0890471950133484,120.0,30.0,0.8007812500000009,392.25
2026-09-18,SENSEX,15:02:55,94,-1,CURRENT_12A_MOMENTUM_EVENT,WEAK,MODE_A,15:00-15:03,False,False,False,"['WEAK_MOMENTUM', 'OPTION_NOT_RESPONDING']",1.3476722025592127,4.111080860332144,-1.8513476722025624,300.0,195.0,NO_FOLLOW_THROUGH,GOOD,60,6.17500000000291,20.79999999998836,0.2289156626507844,0.7075759424179522,3.609933373712896,0.16388521497205452,-0.1393095093882468,300,True,False,,False,OPTION_NO_RESPONSE,True,0.5694444444444448,412.55,0.182,0.191,1.418009938189302,TIME_EXIT,120.0,2.0845958065688923,4.157071870076349,-1.6604047994182576,300.0,195.0,0.3411078717201151,413.2
2026-09-18,SENSEX,15:09:05,168,-1,CURRENT_12A_MOMENTUM_EVENT,WEAK,MODE_A,15:09-15:12,False,False,False,['WEAK_MOMENTUM'],-1.60714285714286,-0.12755102040816327,-4.910714285714286,10.0,245.0,DETECTED_LATE,GOOD,55,50.39999999999418,2.375,0.9549976314542821,2.355898515140897,0.542578102690045,0.8128057686054131,0.542578102690045,5,True,True,6,False,UNDERLYING_LEAD,False,0.0,440.7,0.2727,0.2531,-1.497617426820959,MOMENTUM_FAILURE,30.0,0.0,-0.35171318357159326,-4.697072838665757,10.0,245.0,,438.2
2026-09-18,SENSEX,15:09:35,174,-1,CURRENT_12A_CONTINUATION_EVENT,STRONG,MODE_A,15:09-15:12,False,False,False,['NO_CONFIRMATION'],-0.12637867647059084,0.6318933823529412,-3.4926470588235268,55.0,215.0,NO_FOLLOW_THROUGH,GOOD,50,6.525000000008731,8.47500000000582,0.4350000000001601,0.30609298296274645,1.007600184246891,0.23300188400378619,0.1036388760939633,195,True,True,0,False,SYNCHRONIZED,True,0.7543252595155748,435.2,0.2531,0.1839,-0.12637867647059084,TIME_EXIT,120.0,0.6318933823529412,0.6318933823529412,-3.4926470588235268,55.0,215.0,-0.2000000000000041,434.75
2026-09-18,SENSEX,15:10:35,186,-1,CURRENT_12A_CONTINUATION_EVENT,STRONG,MODE_A,15:09-15:12,False,False,False,['NO_CONFIRMATION'],0.0,0.06854792642522824,-4.8326288129784025,15.0,280.0,NO_FOLLOW_THROUGH,GOOD,55,5.9249999999883585,7.550000000017462,0.4397031539878144,1.4946990325010245,0.13699412066898015,0.9160417383606518,-0.11416176722415662,135,True,False,,False,OPTION_NO_RESPONSE,False,0.13138686131386484,437.65,0.08,0.0799,0.0,TIME_EXIT,120.0,0.06854792642522824,0.06854792642522824,-4.8326288129784025,15.0,280.0,0.0,438.4
2026-09-18,SENSEX,15:14:45,236,1,CURRENT_12A_MOMENTUM_EVENT,WEAK,MODE_A,15:12-15:15,False,False,False,"['WEAK_MOMENTUM', 'OPTION_NOT_RESPONDING']",1.3513513513513442,2.871621621621611,-2.3034398034398036,30.0,225.0,DETECTED_LATE,GOOD,35,0.07499999999708962,12.57499999999709,0.0059288537547133695,0.3216511425316595,2.718589272593684,0.10579792997008705,-0.4141339923852661,90,False,False,,False,NO_CLEAR_ONSET,True,1.291666666666641,372.95,0.1207,0.1058,1.2870357956830705,MOMENTUM_FADE,105.0,3.029896769003891,3.029896769003891,-1.9707735621396878,30.0,200.0,0.42477876106194745,374.75
2026-09-18,SENSEX,15:22:05,324,-1,CURRENT_12A_MOMENTUM_EVENT,STRONG,MODE_B,MODE B 15:15-15:30,False,False,False,"['MODE_B_RESEARCH_ONLY', 'OPTION_NOT_RESPONDING']",1.6357051057366516,1.6357051057366516,-4.837013669821238,120.0,280.0,DETECTED_LATE,GOOD,50,8.07499999999709,12.25,0.3972939729396431,0.9700746663531071,1.3741702573657801,0.4138111408658572,-0.4425294049144134,130,True,False,,False,OPTION_NO_RESPONSE,True,0.800000000000003,427.95,0.2339,0.1379,1.6357051057366516,TIME_EXIT,120.0,1.6357051057366516,1.6357051057366516,-4.837013669821238,120.0,280.0,1.0,429.6
2026-09-18,SENSEX,15:23:05,336,-1,CURRENT_12A_CONTINUATION_EVENT,STRONG,MODE_B,MODE B 15:15-15:30,False,False,False,['MODE_B_RESEARCH_ONLY'],-1.630151278038602,0.6520605112154408,-7.2509128847156905,60.0,280.0,NO_FOLLOW_THROUGH,GOOD,50,11.89999999999418,3.8250000000116415,0.7567567567561064,1.4504620423441312,0.36896114377955097,0.7972098263924897,-0.3170759829355471,70,False,False,,False,NO_CLEAR_ONSET,False,0.2217741935483875,432.4,0.0578,0.2554,-0.5319148936170107,MOMENTUM_FAILURE,30.0,0.0,0.5897317298797436,-6.7414431082331125,60.0,280.0,-0.9019607843137035,433.8
2026-09-18,SENSEX,15:24:05,348,-1,CURRENT_12A_CONTINUATION_EVENT,STRONG,MODE_B,MODE B 15:15-15:30,False,False,False,"['MODE_B_RESEARCH_ONLY', 'OPTION_NOT_RESPONDING', 'NO_CONFIRMATION']",-1.8597175984387606,-0.34439214785902883,-7.415910917231089,5.0,220.0,NO_FOLLOW_THROUGH,GOOD,35,2.6749999999883585,6.875,0.28010471204100723,0.6513142591300329,0.5893228564825541,0.5249836966294812,0.5893228564825541,10,False,False,,False,NO_CLEAR_ONSET,False,0.0,435.55,0.1379,0.2453,-1.8597175984387606,MOMENTUM_FAILURE,30.0,0.0,-0.34439214785902883,-7.415910917231089,5.0,220.0,,433.35
2026-09-18,SENSEX,15:27:45,392,1,CURRENT_12A_MOMENTUM_EVENT,STRONG,MODE_B,MODE B 15:15-15:30,False,False,False,['MODE_B_RESEARCH_ONLY'],-0.5881584106652725,-0.26140373807345446,-3.2283361652071685,5.0,125.0,NO_FOLLOW_THROUGH,GOOD,60,22.22500000000582,0.8000000000029104,0.9652551574374546,2.9780883250797157,0.6851119894598215,0.8129744675057607,0.6851119894598215,10,True,True,0,False,SYNCHRONIZED,False,0.0,382.55,0.2355,0.2888,-0.5881584106652725,MOMENTUM_FAILURE,30.0,0.0,-0.26140373807345446,-3.2283361652071685,5.0,125.0,,379.9
